start	58	2007	1	1	0
	6559	104.251644	28.493485	1.014391e+05	1.292276e+01	1.241287e+03	2007	1	1	0
	6675	101.251550	31.750810	1.010340e+05	6.999286e+00	3.936739e+03	2007	1	1	12
	6675	101.251550	31.750810	1.014016e+05	1.150056e+01	3.936739e+03	2007	1	1	18
	6555	101.251298	28.778870	1.016410e+05	5.427194e+00	3.320448e+03	2007	1	2	0
	6796	102.752063	33.092867	1.009059e+05	7.848437e+00	3.421106e+03	2007	1	2	6
	6798	102.752229	34.579089	1.016975e+05	4.853170e+00	3.211165e+03	2007	1	2	12
	6798	102.752229	34.579089	1.022793e+05	8.894826e+00	3.211165e+03	2007	1	2	18
	6798	102.752229	34.579089	1.027703e+05	9.781167e+00	3.211165e+03	2007	1	3	0
	6916	102.752399	36.067145	1.023169e+05	4.088318e+00	2.659443e+03	2007	1	3	12
	6673	101.251422	30.264194	1.026302e+05	1.012263e+01	3.702827e+03	2007	1	3	18
	6555	101.251298	28.778870	1.012959e+05	4.684526e+00	3.320448e+03	2007	1	4	6
	6673	101.251422	30.264194	1.019944e+05	1.079929e+01	3.702827e+03	2007	1	4	18
	6673	101.251422	30.264194	1.021272e+05	9.412450e+00	3.702827e+03	2007	1	5	0
	6555	101.251298	28.778870	1.013278e+05	4.609018e+00	3.320448e+03	2007	1	5	6
	6675	101.251550	31.750810	1.021983e+05	7.019586e+00	3.936739e+03	2007	1	5	18
	6675	101.251550	31.750810	1.023894e+05	5.766978e+00	3.936739e+03	2007	1	6	0
	6675	101.251550	31.750810	1.013273e+05	7.709971e+00	3.936739e+03	2007	1	6	6
	6675	101.251550	31.750810	1.017762e+05	4.928568e+00	3.936739e+03	2007	1	6	12
	6791	98.251317	34.969775	1.016892e+05	1.190207e+01	4.209797e+03	2007	1	7	0
	6675	101.251550	31.750810	1.010705e+05	1.080752e+01	3.936739e+03	2007	1	7	6
	6675	101.251550	31.750810	1.012847e+05	4.830642e+00	3.936739e+03	2007	1	7	12
	6675	101.251550	31.750810	1.016701e+05	7.525391e+00	3.936739e+03	2007	1	7	18
	6669	98.251033	30.488964	1.015458e+05	8.717709e+00	4.268203e+03	2007	1	8	0
	6555	101.251298	28.778870	1.012042e+05	1.130919e+01	3.320448e+03	2007	1	8	6
	6555	101.251298	28.778870	1.017313e+05	8.591362e+00	3.320448e+03	2007	1	8	12
	6554	99.751241	28.896241	1.020017e+05	9.627024e+00	3.817906e+03	2007	1	8	18
	6554	99.751241	28.896241	1.022653e+05	3.741060e+00	3.817906e+03	2007	1	9	0
	6796	102.752063	33.092867	1.016065e+05	5.361411e+00	3.421106e+03	2007	1	9	6
	6556	102.751442	27.165205	1.019411e+05	5.591616e+00	2.190095e+03	2007	1	9	12
	6675	101.251550	31.750810	1.020358e+05	1.088019e+01	3.936739e+03	2007	1	9	18
	6556	102.751442	27.165205	1.021951e+05	5.588603e+00	2.190095e+03	2007	1	10	0
	6556	102.751442	27.165205	1.013998e+05	5.204826e+00	2.190095e+03	2007	1	10	6
	6556	102.751442	27.165205	1.016403e+05	2.534089e+00	2.190095e+03	2007	1	10	12
	6675	101.251550	31.750810	1.009791e+05	9.002682e+00	3.936739e+03	2007	1	11	6
	6675	101.251550	31.750810	1.015364e+05	4.184680e+00	3.936739e+03	2007	1	11	12
	6675	101.251550	31.750810	1.025979e+05	5.889587e+00	3.936739e+03	2007	1	11	18
	6796	102.752063	33.092867	1.029883e+05	5.761386e+00	3.421106e+03	2007	1	12	0
	6675	101.251550	31.750810	1.012547e+05	1.081200e+01	3.936739e+03	2007	1	12	6
	6672	99.751360	30.385260	1.013500e+05	7.930219e+00	4.193625e+03	2007	1	12	12
	6665	95.250636	30.644357	1.014572e+05	6.573304e+00	4.358017e+03	2007	1	12	18
	6669	98.251033	30.488964	1.012759e+05	8.311132e+00	4.268203e+03	2007	1	13	0
	6672	99.751360	30.385260	1.007319e+05	1.342100e+01	4.193625e+03	2007	1	13	6
	6672	99.751360	30.385260	1.010672e+05	9.283880e+00	4.193625e+03	2007	1	13	12
	6554	99.751241	28.896241	1.010349e+05	8.245782e+00	3.817906e+03	2007	1	13	18
	6554	99.751241	28.896241	1.011648e+05	6.059328e+00	3.817906e+03	2007	1	14	0
	6675	101.251550	31.750810	1.008403e+05	7.578020e+00	3.936739e+03	2007	1	14	6
	6793	101.251681	33.238795	1.011444e+05	6.191772e+00	3.943324e+03	2007	1	14	12
	6551	98.250943	28.996799	1.015827e+05	6.661242e+00	3.793925e+03	2007	1	14	18
	6673	101.251422	30.264194	1.011167e+05	9.323505e+00	3.702827e+03	2007	1	15	6
	6665	95.250636	30.644357	1.014716e+05	5.441027e+00	4.358017e+03	2007	1	15	18
	6668	96.750968	30.575309	1.015925e+05	5.650561e+00	4.280142e+03	2007	1	16	0
	6675	101.251550	31.750810	1.009883e+05	9.208558e+00	3.936739e+03	2007	1	16	6
	6675	101.251550	31.750810	1.015519e+05	4.534092e+00	3.936739e+03	2007	1	16	12
	6672	99.751360	30.385260	1.017584e+05	4.650836e+00	4.193625e+03	2007	1	17	12
	6546	93.750520	29.197718	1.035035e+05	1.338496e+01	3.732490e+03	2007	1	18	0
	6656	87.749765	30.730607	1.017608e+05	9.794328e+00	4.990860e+03	2007	1	18	6
	6775	86.249274	35.192182	1.012410e+05	1.211918e+01	4.970792e+03	2007	1	18	18
	6659	89.249817	32.247791	1.016916e+05	9.217932e+00	4.883159e+03	2007	1	19	0
start	29	2007	1	1	0
	10752	189.752413	42.334957	9.750091e+04	3.291619e+01	5.472663e-12	2007	1	1	0
	21525	190.532746	46.763954	9.657598e+04	1.451862e+01	8.670859e-04	2007	1	1	6
	21406	192.781817	48.035635	9.596218e+04	1.491677e+01	3.298463e-03	2007	1	1	12
	21404	193.452929	49.463840	9.568505e+04	1.435154e+01	4.273288e-02	2007	1	1	18
	21283	196.017894	50.641382	9.587270e+04	9.924489e+00	1.855810e-01	2007	1	2	0
	21162	199.768695	53.092976	9.603091e+04	1.285353e+01	1.641768e+00	2007	1	2	6
	21159	201.757872	52.729953	9.619008e+04	9.450979e+00	2.154338e-01	2007	1	2	12
	21156	204.927129	53.615288	9.619655e+04	1.123647e+01	4.719036e-01	2007	1	2	18
	21036	207.562880	56.132974	9.628006e+04	1.295847e+01	1.740363e+01	2007	1	3	0
	20915	211.223603	56.778327	9.628816e+04	1.426903e+01	7.488617e+00	2007	1	3	6
	20798	212.197903	59.766615	9.625545e+04	1.209976e+01	2.057190e+02	2007	1	3	12
	20797	211.458385	61.610476	9.622975e+04	7.496277e+00	7.225548e+02	2007	1	3	18
	20679	213.283725	62.798733	9.654157e+04	6.032819e+00	9.943991e+02	2007	1	4	0
	20679	213.283725	62.798733	9.683824e+04	7.329515e+00	9.943991e+02	2007	1	4	6
	20553	225.000000	64.354931	9.829882e+04	8.204113e+00	1.063016e+03	2007	1	4	18
	20553	225.000000	64.354931	9.892321e+04	7.208474e+00	1.063016e+03	2007	1	5	0
	20792	218.669204	59.438513	9.732127e+04	1.713103e+01	4.112646e+02	2007	1	5	12
	20669	225.000000	60.565899	9.755473e+04	7.696285e+00	1.100021e+03	2007	1	5	18
	20550	229.347349	60.475754	9.798205e+04	7.236113e+00	1.161081e+03	2007	1	6	0
	20545	233.633484	60.207172	9.947541e+04	7.717948e+00	1.010622e+03	2007	1	6	12
	20663	230.764121	55.810775	9.812494e+04	1.310802e+01	8.922595e+02	2007	1	7	12
	20539	238.195214	55.004281	9.883420e+04	1.189885e+01	1.070320e+03	2007	1	7	18
	20778	231.987932	51.308518	1.013541e+05	4.817642e+00	3.342066e+02	2007	1	9	6
	20655	237.257248	51.533876	1.005169e+05	1.567798e+01	1.234626e+03	2007	1	9	12
	20653	239.156812	52.106355	9.966902e+04	1.466014e+01	1.291413e+03	2007	1	9	18
	20535	241.093396	52.644584	9.881061e+04	8.935002e+00	1.538333e+03	2007	1	10	0
	20414	246.278647	52.332367	9.846052e+04	1.530109e+01	9.988703e+02	2007	1	10	6
	20291	251.214024	51.734357	9.899630e+04	1.335955e+01	6.665593e+02	2007	1	10	12
	20165	258.324295	49.659539	9.984477e+04	1.351032e+01	5.410909e+02	2007	1	10	18
start	14	2007	1	1	0
	14802	200.813625	-54.440904	9.834318e+04	1.526781e+01	0.000000e+00	2007	1	1	0
	14795	206.934504	-53.147709	9.974697e+04	1.198167e+01	0.000000e+00	2007	1	1	6
	14794	208.906604	-52.644584	1.003820e+05	5.384557e+00	0.000000e+00	2007	1	1	12
	14791	210.843188	-52.106355	1.006341e+05	4.380455e+00	0.000000e+00	2007	1	1	18
	14550	207.323021	-46.886864	9.857796e+04	1.306259e+01	0.000000e+00	2007	1	3	6
